Year,Month,Day,Precipitation,Humidity,Relative_Humidity,Temp_Max,Temp_Min,Dew,WS,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,Mortality,Mortality_Perc
2020,5,1,16.95,17.82,79.76,30.45,23.14,23.34,2.36,BGD,Asia,Bangladesh,2020-05-01,8238,571,507,170,2,5.571,50.021,3.467,3.079,1.032,0.012,0.034,1.37, , , , , , , , ,5827,76066,0.462,0.035,4708,0.029,0.108,9.3,tests performed, , , , , , , , , ,0.020636077,2.063607672
2020,5,2,12.4,18.15,81.02,30.75,23.66,23.61,2.75,BGD,Asia,Bangladesh,2020-05-02,8790,552,541.714,175,5,5,53.373,3.352,3.289,1.063,0.03,0.03,1.35, , , , , , , , ,5368,81434,0.494,0.033,4978,0.03,0.109,9.2,tests performed, , , , , , , , , ,0.019908987,1.990898749
2020,5,3,14.1,18.26,82.25,30.78,23.55,23.7,2.74,BGD,Asia,Bangladesh,2020-05-03,9455,665,577,177,2,4.571,57.411,4.038,3.504,1.075,0.012,0.028,1.35, , , , , , , , ,6260,87694,0.532,0.038,5328,0.032,0.108,9.2,tests performed, , , , , , , , , ,0.018720254,1.872025383
2020,5,4,7.2,18.21,77.04,31.97,23.75,23.71,2.14,BGD,Asia,Bangladesh,2020-05-04,10143,688,604.286,182,5,4.286,61.589,4.178,3.669,1.105,0.03,0.026,1.35, , , , , , , , ,5711,93405,0.567,0.035,5525,0.034,0.109,9.1,tests performed, , , , , , , , , ,0.017943409,1.794340925
2020,5,5,10.11,19.88,79.74,32.77,24.66,25.13,3.42,BGD,Asia,Bangladesh,2020-05-05,10929,786,638.143,183,1,4,66.361,4.773,3.875,1.111,0.006,0.024,1.35, , , , , , , , , , , , ,5261,0.032,0.121,8.2,tests performed, , , , , , , , , ,0.016744441,1.674444139
2020,5,6,45.98,18.9,79.18,31.13,25.49,24.3,1.95,BGD,Asia,Bangladesh,2020-05-06,11719,790,659.429,186,3,3.286,71.158,4.797,4.004,1.129,0.018,0.02,1.33, , , , , , , , ,6241,99646,0.605,0.038,4997,0.03,0.132,7.6,tests performed, , , , , , , , , ,0.015871661,1.58716614
2020,5,7,8.81,17.53,73.8,31.96,23.21,23.1,1.35,BGD,Asia,Bangladesh,2020-05-07,12425,706,679.714,199,13,4.429,75.445,4.287,4.127,1.208,0.079,0.027,1.3, , , , , , , , ,5867,105513,0.641,0.036,5039,0.031,0.135,7.4,tests performed, , , , , , , , , ,0.016016097,1.601609658
2020,5,8,6.82,17.34,73.58,32.02,23.76,22.92,2.26,BGD,Asia,Bangladesh,2020-05-08,13134,709,699.429,206,7,5.143,79.75,4.305,4.247,1.251,0.043,0.031,1.29, , , , , , , , ,5941,111454,0.677,0.036,5055,0.031,0.138,7.2,tests performed, , , , , , , , , ,0.015684483,1.568448302
2020,5,9,20.58,18.53,75.47,32.74,23.78,24,2.23,BGD,Asia,Bangladesh,2020-05-09,13770,636,711.429,214,8,5.571,83.612,3.862,4.32,1.299,0.049,0.034,1.3, , , , , , , , ,5465,116919,0.71,0.033,5069,0.031,0.14,7.1,tests performed, , , , , , , , , ,0.015541031,1.554103123
2020,5,10,13.17,18.97,72.68,33.14,25.19,24.43,1.42,BGD,Asia,Bangladesh,2020-05-10,14657,887,743.143,228,14,7.286,88.998,5.386,4.512,1.384,0.085,0.044,1.33, , , , , , , , ,5738,122657,0.745,0.035,4995,0.03,0.149,6.7,tests performed, , , , , , , , , ,0.015555707,1.555570717
2020,5,11,4.1,18.77,72.39,32.71,26.66,24.25,1.6,BGD,Asia,Bangladesh,2020-05-11,15691,1034,792.571,239,11,8.143,95.276,6.278,4.813,1.451,0.067,0.049,1.36, , , , , , , , ,7208,129865,0.789,0.044,5209,0.032,0.152,6.6,tests performed, , , , , , , , , ,0.015231661,1.523166146
2020,5,12,2.16,19,74.87,33.05,25.74,24.42,2.76,BGD,Asia,Bangladesh,2020-05-12,16660,969,818.714,250,11,9.571,101.16,5.884,4.971,1.518,0.067,0.058,1.37, , , , , , , , ,6773,136638,0.83,0.041,5730,0.035,0.143,7,tests performed, , , , , , , , , ,0.015006002,1.50060024
2020,5,13,0.54,19.57,80.32,32.64,25.01,24.85,5.18,BGD,Asia,Bangladesh,2020-05-13,17822,1162,871.857,269,19,11.857,108.216,7.056,5.294,1.633,0.115,0.072,1.37, , , , , , , , ,7900,144538,0.878,0.048,6413,0.039,0.136,7.4,tests performed, , , , , , , , , ,0.015093704,1.509370441
2020,5,14,12.2,20.09,81.38,32.69,24.95,25.28,3.95,BGD,Asia,Bangladesh,2020-05-14,18863,1041,919.714,283,14,12,114.537,6.321,5.585,1.718,0.085,0.073,1.36, , , , , , , , ,7392,151930,0.923,0.045,6631,0.04,0.139,7.2,tests performed, , , , , , , , , ,0.015002916,1.500291576
2020,5,15,16.51,20.45,82.2,32.65,25.35,25.54,3.91,BGD,Asia,Bangladesh,2020-05-15,20065,1202,990.143,298,15,13.143,121.835,7.299,6.012,1.809,0.091,0.08,1.36, , , , , , , , ,8582,160512,0.975,0.052,7008,0.043,0.141,7.1,tests performed, , , , , , , , , ,0.014851732,1.485173187
2020,5,16,15.2,21.1,83.28,33.44,25.22,26.04,5.21,BGD,Asia,Bangladesh,2020-05-16,20995,930,1032.143,314,16,14.286,127.482,5.647,6.267,1.907,0.097,0.087,1.35, , , , , , , , ,6782,167294,1.016,0.041,7196,0.044,0.143,7,tests performed, , , , , , , , , ,0.014955942,1.495594189
2020,5,17,20.68,20.83,80.8,33.86,25.29,25.85,3.7,BGD,Asia,Bangladesh,2020-05-17,22268,1273,1087.286,328,14,14.286,135.212,7.73,6.602,1.992,0.085,0.087,1.37, , , , , , , , ,8114,175408,1.065,0.049,7536,0.046,0.144,6.9,tests performed, , , , , , , , , ,0.014729657,1.472965691
2020,5,18,0.32,21.06,81.33,33.55,25.71,25.99,3.17,BGD,Asia,Bangladesh,2020-05-18,23870,1602,1168.429,349,21,15.714,144.94,9.727,7.095,2.119,0.128,0.095,1.39, , , , , , , , ,9788,185196,1.125,0.059,7904,0.048,0.148,6.8,tests performed, , , , , , , , , ,0.014620863,1.462086301
2020,5,19,3.29,18.85,77.82,31.48,25.5,24.17,3.5,BGD,Asia,Bangladesh,2020-05-19,25121,1251,1208.714,370,21,17.143,152.536,7.596,7.339,2.247,0.128,0.104,1.38, , , , , , , , ,8449,193645,1.176,0.051,8144,0.049,0.148,6.7,tests performed, , , , , , , , , ,0.014728713,1.472871303
2020,5,20,39.39,19.56,85.78,31.46,23.69,24.63,12.33,BGD,Asia,Bangladesh,2020-05-20,26738,1617,1273.714,386,16,16.714,162.354,9.818,7.734,2.344,0.097,0.101,1.38, , , , , , , , ,10260,203905,1.238,0.062,8481,0.051,0.15,6.7,tests performed, , , , , , , , , ,0.014436383,1.443638268
2020,5,21,57.08,19.95,87.03,29.67,25.92,24.94,13.54,BGD,Asia,Bangladesh,2020-05-21,28511,1773,1378.286,408,22,17.857,173.12,10.766,8.369,2.477,0.134,0.108,1.38, , , , , , , , ,10262,214167,1.3,0.062,8891,0.054,0.155,6.5,tests performed, , , , , , , , , ,0.014310266,1.431026621
2020,5,22,8.2,20.28,82.87,32.23,25.18,25.36,5.18,BGD,Asia,Bangladesh,2020-05-22,30205,1694,1448.571,432,24,19.143,183.406,10.286,8.796,2.623,0.146,0.116,1.35, , , , , , , , ,9727,223894,1.359,0.059,9055,0.055,0.16,6.3,tests performed, , , , , , , , , ,0.014302268,1.430226784
2020,5,23,0.92,21.26,83.63,33.45,25.47,26.18,5.79,BGD,Asia,Bangladesh,2020-05-23,32078,1873,1583.286,452,20,19.714,194.779,11.373,9.614,2.745,0.121,0.12,1.33, , , , , , , , ,10834,234728,1.425,0.066,9633,0.058,0.164,6.1,tests performed, , , , , , , , , ,0.014090654,1.409065403
2020,5,24,13.75,21.93,86.1,33.34,25.99,26.67,7.76,BGD,Asia,Bangladesh,2020-05-24,33610,1532,1620.286,480,28,21.714,204.081,9.302,9.838,2.915,0.17,0.132,1.29, , , , , , , , ,8908,243636,1.479,0.054,9747,0.059,0.166,6,tests performed, , , , , , , , , ,0.014281464,1.428146385
2020,5,25,9.29,21.77,85.91,33.14,26.6,26.55,9.28,BGD,Asia,Bangladesh,2020-05-25,35585,1975,1673.571,501,21,21.714,216.073,11.992,10.162,3.042,0.128,0.132,1.27, , , , , , , , ,9451,253087,1.537,0.057,9699,0.059,0.173,5.8,tests performed, , , , , , , , , ,0.014078966,1.407896586
2020,5,26,11.13,21.13,85.62,32.41,26.42,26.04,9.59,BGD,Asia,Bangladesh,2020-05-26,36751,1166,1661.429,522,21,21.714,223.153,7.08,10.088,3.17,0.128,0.132,1.23, , , , , , , , ,5407,258494,1.57,0.033,9264,0.056,0.179,5.6,tests performed, , , , , , , , , ,0.014203695,1.420369514
2020,5,27,69.85,21.49,89.35,31.59,26.04,26.31,7.67,BGD,Asia,Bangladesh,2020-05-27,38292,1541,1650.571,544,22,22.571,232.51,9.357,10.022,3.303,0.134,0.137,1.25, , , , , , , , ,8015,266509,1.618,0.049,8943,0.054,0.185,5.4,tests performed, , , , , , , , , ,0.014206623,1.420662279
2020,5,28,27.77,20.17,86.04,30.89,25.3,25.28,3.79,BGD,Asia,Bangladesh,2020-05-28,40321,2029,1687.143,559,15,21.571,244.831,12.32,10.244,3.394,0.091,0.131,1.29, , , , , , , , ,9310,275819,1.675,0.057,8807,0.053,0.192,5.2,tests performed, , , , , , , , , ,0.013863743,1.386374346
2020,5,29,22.18,20.21,85.27,31.14,25.07,25.33,3.3,BGD,Asia,Bangladesh,2020-05-29,42844,2523,1805.571,582,23,21.429,260.15,15.32,10.963,3.534,0.14,0.13,1.32, , , , , , , , ,11301,287120,1.743,0.069,9032,0.055,0.2,5,tests performed, , , , , , , , , ,0.013584166,1.358416581
2020,5,30,14.66,20.87,86.06,31.88,25.58,25.87,4.28,BGD,Asia,Bangladesh,2020-05-30,44608,1764,1790,610,28,22.571,270.861,10.711,10.869,3.704,0.17,0.137,1.3, , , , , , , , ,9997,297117,1.804,0.061,8913,0.054,0.201,5,tests performed, , , , , , , , , ,0.013674677,1.367467719
2020,5,31,7.7,20.58,83.99,31.34,25.71,25.68,2.71,BGD,Asia,Bangladesh,2020-05-31,47153,2545,1934.714,650,40,24.286,286.315,15.453,11.748,3.947,0.243,0.147,1.32, , , , , , , , ,11876,308993,1.876,0.072,9337,0.057,0.207,4.8,tests performed, , , , , , , , , ,0.013784913,1.378491294
2020,6,1,4.84,21.18,88.17,30.85,25.94,26.12,5.17,BGD,Asia,Bangladesh,2020-06-01,49534,2381,1992.714,672,22,24.429,300.772,14.458,12.1,4.08,0.134,0.148,1.32, , , , , , , , ,11339,320332,1.945,0.069,9606,0.058,0.207,4.8,tests performed, , , , , , , , , ,0.013566439,1.356643921
2020,6,2,7.19,21.51,89.84,30.79,25.84,26.35,5.81,BGD,Asia,Bangladesh,2020-06-02,52445,2911,2242,709,37,26.714,318.448,17.676,13.614,4.305,0.225,0.162,1.32, , , , , , , , ,12704,333036,2.022,0.077,10649,0.065,0.211,4.7,tests performed, , , , , , , , , ,0.013518925,1.351892459
2020,6,3,8.01,21.07,88.12,30.84,25.94,26,6.03,BGD,Asia,Bangladesh,2020-06-03,55140,2695,2406.857,746,37,28.857,334.812,16.364,14.615,4.53,0.225,0.175,1.3, , , , , , , , ,12510,345546,2.098,0.076,11291,0.069,0.213,4.7,tests performed, , , , , , , , , ,0.013529198,1.35291984
2020,6,4,30.94,21.51,88.27,31.8,25.99,26.34,4.99,BGD,Asia,Bangladesh,2020-06-04,57563,2423,2463.143,781,35,31.714,349.525,14.713,14.956,4.742,0.213,0.193,1.27, , , , , , , , ,12694,358240,2.175,0.077,11774,0.071,0.209,4.8,tests performed, , , , , , , , , ,0.013567743,1.356774317
2020,6,5,16.27,21.63,91.37,30.07,26.03,26.4,5.07,BGD,Asia,Bangladesh,2020-06-05,60391,2828,2506.714,811,30,32.714,366.696,17.172,15.221,4.924,0.182,0.199,1.25, , , , , , , , ,14088,372328,2.261,0.086,12173,0.074,0.206,4.9,tests performed, , , , , , , , , ,0.013429153,1.342915335
2020,6,6,14.5,21.99,91.96,29.77,26.84,26.66,5.42,BGD,Asia,Bangladesh,2020-06-06,63026,2635,2631.143,846,35,33.714,382.696,16,15.976,5.137,0.213,0.205,1.23, , , , , , , , ,12486,384814,2.337,0.076,12528,0.076,0.21,4.8,tests performed, , , , , , , , , ,0.013423032,1.342303176
2020,6,7,10.94,21.52,85.7,32.16,26.1,26.31,3.24,BGD,Asia,Bangladesh,2020-06-07,65769,2743,2659.429,888,42,34,399.352,16.656,16.148,5.392,0.255,0.206,1.22, , , , , , , , ,13136,397950,2.416,0.08,12708,0.077,0.209,4.8,tests performed, , , , , , , , , ,0.013501802,1.350180176
2020,6,8,14.44,21.61,87.3,31.46,26.26,26.37,3.63,BGD,Asia,Bangladesh,2020-06-08,68504,2735,2710,930,42,36.857,415.959,16.607,16.455,5.647,0.255,0.224,1.22, , , , , , , , ,12944,410894,2.495,0.079,12937,0.079,0.209,4.8,tests performed, , , , , , , , , ,0.01357585,1.357584959
2020,6,9,9.42,21.72,84.48,32.28,26.42,26.49,2.39,BGD,Asia,Bangladesh,2020-06-09,71675,3171,2747.143,975,45,38,435.213,19.254,16.681,5.92,0.273,0.231,1.22, , , , , , , , ,14664,425558,2.584,0.089,13217,0.08,0.208,4.8,tests performed, , , , , , , , , ,0.013603069,1.360306941
2020,6,10,16.13,22.01,89.91,30.22,26.59,26.67,3.38,BGD,Asia,Bangladesh,2020-06-10,74865,3190,2817.857,1012,37,38,454.583,19.37,17.11,6.145,0.225,0.231,1.22, , , , , , , , ,15965,441523,2.681,0.097,13711,0.083,0.206,4.9,tests performed, , , , , , , , , ,0.013517665,1.351766513
2020,6,11,16.98,22.48,93.95,29.62,26.47,26.99,4.91,BGD,Asia,Bangladesh,2020-06-11,78052,3187,2927,1049,37,38.286,473.935,19.352,17.773,6.37,0.225,0.232,1.2, , , , , , , , ,15772,457295,2.777,0.096,14151,0.086,0.207,4.8,tests performed, , , , , , , , , ,0.013439758,1.343975811
2020,6,12,7.61,22.26,91.52,31.05,26.31,26.82,6.29,BGD,Asia,Bangladesh,2020-06-12,81523,3471,3018.857,1095,46,40.571,495.011,21.076,18.331,6.649,0.279,0.246,1.19, , , , , , , , ,15990,473285,2.874,0.097,14422,0.088,0.209,4.8,tests performed, , , , , , , , , ,0.013431792,1.343179225
2020,6,13,40.76,23.03,94.8,29.83,27.18,27.39,6.08,BGD,Asia,Bangladesh,2020-06-13,84379,2856,3050.429,1139,44,41.857,512.352,17.342,18.522,6.916,0.267,0.254,1.17, , , , , , , , ,16638,489923,2.975,0.101,15016,0.091,0.203,4.9,tests performed, , , , , , , , , ,0.013498619,1.349861932
2020,6,14,9.53,22.76,92.86,30.54,26.85,27.22,5.69,BGD,Asia,Bangladesh,2020-06-14,87520,3141,3107.286,1171,32,40.429,531.425,19.072,18.868,7.11,0.194,0.245,1.16, , , , , , , , ,14505,504428,3.063,0.088,15211,0.092,0.204,4.9,tests performed, , , , , , , , , ,0.013379799,1.33797989
2020,6,15,13.47,23.07,92.44,31.19,26.64,27.43,5.16,BGD,Asia,Bangladesh,2020-06-15,90619,3099,3159.286,1209,38,39.857,550.242,18.817,19.183,7.341,0.231,0.242,1.16, , , , , , , , ,15038,519466,3.154,0.091,15510,0.094,0.204,4.9,tests performed, , , , , , , , , ,0.013341573,1.334157296
2020,6,16,16.16,22.16,89.49,31.3,26.85,26.74,5.64,BGD,Asia,Bangladesh,2020-06-16,94481,3862,3258,1262,53,41,573.692,23.45,19.783,7.663,0.322,0.249,1.17, , , , , , , , ,17214,536680,3.259,0.105,15875,0.096,0.205,4.9,tests performed, , , , , , , , , ,0.013357183,1.335718293
2020,6,17,34.35,22.41,94.35,29.06,26.78,26.89,6.48,BGD,Asia,Bangladesh,2020-06-17,98489,4008,3374.857,1305,43,41.857,598.029,24.337,20.492,7.924,0.261,0.254,1.17, , , , , , , , ,17527,554207,3.365,0.106,16098,0.098,0.21,4.8,tests performed, , , , , , , , , ,0.013250211,1.325021068
2020,6,18,17.04,22.26,92.86,30.05,26.26,26.82,7.37,BGD,Asia,Bangladesh,2020-06-18,102292,3803,3462.857,1343,38,42,621.121,23.092,21.027,8.155,0.231,0.255,1.14, , , , , , , , ,16259,570466,3.464,0.099,16167,0.098,0.214,4.7,tests performed, , , , , , , , , ,0.013129081,1.312908145
2020,6,19,18.12,22.39,89.92,31.76,26.35,26.94,5.8,BGD,Asia,Bangladesh,2020-06-19,105535,3243,3430.286,1388,45,41.857,640.812,19.692,20.829,8.428,0.273,0.254,1.11, , , , , , , , ,15045,585511,3.555,0.091,16032,0.097,0.214,4.7,tests performed, , , , , , , , , ,0.013152035,1.315203487
2020,6,20,20.44,22.48,90.79,31.02,26.75,27.01,5.44,BGD,Asia,Bangladesh,2020-06-20,108775,3240,3485.143,1425,37,40.857,660.486,19.673,21.162,8.653,0.225,0.248,1.09, , , , , , , , ,14031,599542,3.64,0.085,15660,0.095,0.223,4.5,tests performed, , , , , , , , , ,0.013100437,1.310043668
2020,6,21,9.36,22.04,90.76,31.05,26.44,26.65,6.93,BGD,Asia,Bangladesh,2020-06-21,112306,3531,3540.857,1464,39,41.857,681.926,21.44,21.5,8.889,0.237,0.254,1.08, , , , , , , , ,15585,615127,3.735,0.095,15814,0.096,0.224,4.5,tests performed, , , , , , , , , ,0.013035813,1.303581287
2020,6,22,4.43,21.82,89.85,30.73,26.14,26.51,6.94,BGD,Asia,Bangladesh,2020-06-22,115786,3480,3595.286,1502,38,41.857,703.057,21.131,21.831,9.12,0.231,0.254,1.08, , , , , , , , ,15555,630682,3.83,0.094,15888,0.096,0.226,4.4,tests performed, , , , , , , , , ,0.012972207,1.297220735
2020,6,23,6.1,22.35,88.91,32.01,26.46,26.96,5.79,BGD,Asia,Bangladesh,2020-06-23,119198,3412,3531,1545,43,40.429,723.775,20.718,21.44,9.381,0.261,0.245,1.07, , , , , , , , ,16292,646974,3.928,0.099,15756,0.096,0.224,4.5,tests performed, , , , , , , , , ,0.012961627,1.296162687
2020,6,24,4.98,22.42,88.3,32.15,26.37,27.04,5.1,BGD,Asia,Bangladesh,2020-06-24,122660,3462,3453,1582,37,39.571,744.796,21.021,20.967,9.606,0.225,0.24,1.07, , , , , , , , ,16433,663407,4.028,0.1,15600,0.095,0.221,4.5,tests performed, , , , , , , , , ,0.01289744,1.289744008
2020,6,25,2.54,22.63,90.08,31.55,26.74,27.16,6.51,BGD,Asia,Bangladesh,2020-06-25,126606,3946,3473.429,1621,39,39.714,768.756,23.96,21.091,9.843,0.237,0.241,1.08, , , , , , , , ,17999,681406,4.138,0.109,15849,0.096,0.219,4.6,tests performed, , , , , , , , , ,0.012803501,1.280350062
2020,6,26,7.12,22.66,92.6,30.28,26.92,27.15,6.97,BGD,Asia,Bangladesh,2020-06-26,130474,3868,3562.714,1661,40,39,792.243,23.487,21.633,10.086,0.243,0.237,1.07, , , , , , , , ,18498,699904,4.25,0.112,16342,0.099,0.218,4.6,tests performed, , , , , , , , , ,0.012730506,1.273050569
2020,6,27,18.55,22.01,89.67,30.97,26.88,26.67,6.91,BGD,Asia,Bangladesh,2020-06-27,133978,3504,3600.429,1695,34,38.571,813.519,21.276,21.862,10.292,0.206,0.234,1.06, , , , , , , , ,15157,715061,4.342,0.092,16503,0.1,0.218,4.6,tests performed, , , , , , , , , ,0.012651331,1.265133082
2020,6,28,6.01,21.29,90.02,30.42,26.34,26.12,6.45,BGD,Asia,Bangladesh,2020-06-28,137787,3809,3640.143,1738,43,39.143,836.648,23.128,22.103,10.553,0.261,0.238,1.06, , , , , , , , ,18099,733160,4.452,0.11,16862,0.102,0.216,4.6,tests performed, , , , , , , , , ,0.012613672,1.261367183
2020,6,29,9.76,21.2,86.11,32.17,25.77,26.08,4.15,BGD,Asia,Bangladesh,2020-06-29,141801,4014,3716.429,1783,45,40.143,861.021,24.373,22.566,10.826,0.273,0.244,1.05, , , , , , , , ,17837,750997,4.56,0.108,17188,0.104,0.216,4.6,tests performed, , , , , , , , , ,0.012573959,1.257395928
2020,6,30,4.73,22.13,87.47,32.27,26.25,26.78,4.56,BGD,Asia,Bangladesh,2020-06-30,145483,3682,3755,1847,64,43.143,883.378,22.357,22.8,11.215,0.389,0.262,1.03, , , , , , , , ,18426,769423,4.672,0.112,17493,0.106,0.215,4.7,tests performed, , , , , , , , , ,0.012695641,1.269564142
2020,7,1,4.58,21.95,89.29,31.13,26.77,26.62,5.62,BGD,Asia,Bangladesh,2020-07-01,149258,3775,3799.714,1888,41,43.714,906.3,22.922,23.072,11.464,0.249,0.265,1.01, , , , , , , , ,17875,787298,4.781,0.109,17699,0.107,0.215,4.7,tests performed, , , , , , , , , ,0.012649238,1.264923823
2020,7,2,2.68,22.59,90.73,31.07,26.81,27.07,5.23,BGD,Asia,Bangladesh,2020-07-02,153277,4019,3810.143,1926,38,43.571,930.704,24.404,23.135,11.695,0.231,0.265,0.99, , , , , , , , ,18362,805660,4.892,0.111,17751,0.108,0.215,4.7,tests performed, , , , , , , , , ,0.012565486,1.256548602
2020,7,3,1.87,22.35,87.56,32,26.64,26.92,3.6,BGD,Asia,Bangladesh,2020-07-03,156391,3114,3702.429,1968,42,43.857,949.612,18.908,22.481,11.95,0.255,0.266,0.96, , , , , , , , ,14650,820310,4.981,0.089,17201,0.104,0.215,4.6,tests performed, , , , , , , , , ,0.012583844,1.258384434
2020,7,4,11.58,22.4,89.55,31.81,26.95,26.94,4.51,BGD,Asia,Bangladesh,2020-07-04,159679,3288,3671.571,1997,29,43.143,969.577,19.965,22.294,12.126,0.176,0.262,0.94, , , , , , , , ,14727,835037,5.07,0.089,17139,0.104,0.214,4.7,tests performed, , , , , , , , , ,0.012506341,1.250634085
2020,7,5,7.87,22.42,91.3,30.2,27.05,26.91,6.47,BGD,Asia,Bangladesh,2020-07-05,162417,2738,3518.571,2052,55,44.857,986.202,16.625,21.365,12.46,0.334,0.272,0.92, , , , , , , , ,13988,849025,5.155,0.085,16552,0.101,0.213,4.7,tests performed, , , , , , , , , ,0.012634145,1.263414544
2020,7,6,7.08,22.77,91.01,31.09,27.15,27.18,6.74,BGD,Asia,Bangladesh,2020-07-06,165618,3201,3402.429,2096,44,44.714,1005.639,19.437,20.66,12.727,0.267,0.272,0.93, , , , , , , , ,14245,863270,5.242,0.086,16039,0.097,0.212,4.7,tests performed, , , , , , , , , ,0.012655629,1.265562922
2020,7,7,7.99,22.87,90.31,31.93,26.89,27.31,6.49,BGD,Asia,Bangladesh,2020-07-07,168645,3027,3308.857,2151,55,43.429,1024.019,18.38,20.092,13.061,0.334,0.264,0.93, , , , , , , , ,13173,876443,5.322,0.08,15289,0.093,0.216,4.6,tests performed, , , , , , , , , ,0.012754603,1.275460286
2020,7,8,4.55,22.55,89.24,31.97,27.1,27.09,4.92,BGD,Asia,Bangladesh,2020-07-08,172134,3489,3268,2197,46,44.143,1045.204,21.185,19.843,13.34,0.279,0.268,0.94, , , , , , , , ,15672,892115,5.417,0.095,14974,0.091,0.218,4.6,tests performed, , , , , , , , , ,0.012763312,1.27633123
2020,7,9,22.16,22.94,91.77,31.18,26.98,27.34,7.02,BGD,Asia,Bangladesh,2020-07-09,175494,3360,3173.857,2238,41,44.571,1065.606,20.402,19.272,13.589,0.249,0.271,0.93, , , , , , , , ,15632,907747,5.512,0.095,14584,0.089,0.218,4.6,tests performed, , , , , , , , , ,0.012752573,1.275257274
2020,7,10,17.65,22.99,91.08,31.21,27.29,27.37,7.99,BGD,Asia,Bangladesh,2020-07-10,178443,2949,3150.286,2275,37,43.857,1083.512,17.906,19.129,13.814,0.225,0.266,0.92, , , , , , , , ,13488,921235,5.594,0.082,14418,0.088,0.218,4.6,tests performed, , , , , , , , , ,0.012749169,1.27491692
2020,7,11,32.65,22.52,93.37,29.68,27.16,27,6.98,BGD,Asia,Bangladesh,2020-07-11,181129,2686,3064.286,2305,30,44,1099.822,16.309,18.606,13.996,0.182,0.267,0.92, , , , , , , , ,11193,932428,5.662,0.068,13913,0.084,0.22,4.5,tests performed, , , , , , , , , ,0.012725737,1.272573691
2020,7,12,28.81,22.21,91.13,30.64,26.7,26.79,6.35,BGD,Asia,Bangladesh,2020-07-12,183795,2666,3054,2352,47,42.857,1116.01,16.188,18.544,14.281,0.285,0.26,0.92, , , , , , , , ,11059,943487,5.729,0.067,13495,0.082,0.226,4.4,tests performed, , , , , , , , , ,0.012796866,1.279686607
2020,7,13,8.88,22.46,88.9,32.13,26.58,26.99,5.01,BGD,Asia,Bangladesh,2020-07-13,186894,3099,3039.429,2391,39,42.143,1134.827,18.817,18.456,14.518,0.237,0.256,0.94, , , , , , , , ,12423,955910,5.804,0.075,13234,0.08,0.23,4.4,tests performed, , , , , , , , , ,0.012793348,1.27933481
2020,7,14,14.06,21.74,90.54,30.91,26.29,26.46,6.17,BGD,Asia,Bangladesh,2020-07-14,190057,3163,3058.857,2424,33,39,1154.033,19.206,18.573,14.719,0.2,0.237,0.95, , , , , , , , ,13453,969363,5.886,0.082,13274,0.081,0.23,4.3,tests performed, , , , , , , , , ,0.012754069,1.275406852
2020,7,15,6.13,22.03,88.33,32.27,26.1,26.7,5.83,BGD,Asia,Bangladesh,2020-07-15,193590,3533,3065.143,2457,33,37.143,1175.486,21.453,18.612,14.919,0.2,0.226,0.95, , , , , , , , ,14002,983365,5.971,0.085,13036,0.079,0.235,4.3,tests performed, , , , , , , , , ,0.012691771,1.269177127
2020,7,16,3.92,21.82,87.11,31.98,26.26,26.54,5.2,BGD,Asia,Bangladesh,2020-07-16,196323,2733,2975.571,2496,39,36.857,1192.08,16.595,18.068,15.156,0.237,0.224,0.94, , , , , , , , ,12889,996254,6.049,0.078,12644,0.077,0.235,4.2,tests performed, , , , , , , , , ,0.012713742,1.271374215
2020,7,17,3.08,22.16,87.73,32.05,26.5,26.8,5.04,BGD,Asia,Bangladesh,2020-07-17,199357,3034,2987.714,2547,51,38.857,1210.503,18.423,18.142,15.465,0.31,0.236,0.93, , , , , , , , ,13460,1009714,6.131,0.082,12640,0.077,0.236,4.2,tests performed, , , , , , , , , ,0.012776075,1.277607508
2020,7,18,8.89,22.32,92.03,30.38,26.81,26.92,5.41,BGD,Asia,Bangladesh,2020-07-18,202066,2709,2991,2581,34,39.429,1226.952,16.449,18.161,15.672,0.206,0.239,0.93, , , , , , , , ,10923,1020637,6.197,0.066,12601,0.077,0.237,4.2,tests performed, , , , , , , , , ,0.012773054,1.277305435
2020,7,19,22.11,22.34,89.88,31.56,26.49,26.93,7,BGD,Asia,Bangladesh,2020-07-19,204525,2459,2961.429,2618,37,38,1241.883,14.931,17.982,15.897,0.225,0.231,0.92, , , , , , , , ,10625,1031262,6.262,0.065,12539,0.076,0.236,4.2,tests performed, , , , , , , , , ,0.012800391,1.280039115
